STATISTIC,Statistic Label,TLIST(A1),Graduation Year,C03143V03795,Fields of Education and Training,C03433V04141,Years since Graduation,C03544V04280,Graduate Outcomes,C03919V04671,Gender,UNIT,VALUE
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,2,2,1,Employment only,-,All genders,Number,875
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,2,2,2,Employment and Education,10,Male,Number,20
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,2,2,2,Employment and Education,20,Female,Number,150
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,2,2,2,Employment and Education,-,All genders,Number,170
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,2,2,3,Education only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,2,2,3,Education only,20,Female,Number,5
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,2,2,3,Education only,-,All genders,Number,5
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,2,2,4,Neither Employment nor Education,10,Male,Number,5
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,2,2,4,Neither Employment nor Education,20,Female,Number,105
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,2,2,4,Neither Employment nor Education,-,All genders,Number,110
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,2,2,5,Not Captured,10,Male,Number,5
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,2,2,5,Not Captured,20,Female,Number,100
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,2,2,5,Not Captured,-,All genders,Number,105
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,2,2,-,All Graduate Outcomes,10,Male,Number,115
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,2,2,-,All Graduate Outcomes,20,Female,Number,1150
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,2,2,-,All Graduate Outcomes,-,All genders,Number,1265
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,1,Employment only,10,Male,Number,75
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,1,Employment only,20,Female,Number,660
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,1,Employment only,-,All genders,Number,735
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,2,Employment and Education,10,Male,Number,20
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,2,Employment and Education,20,Female,Number,205
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,2,Employment and Education,-,All genders,Number,225
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,3,Education only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,3,Education only,20,Female,Number,5
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,3,Education only,-,All genders,Number,5
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,4,Neither Employment nor Education,10,Male,Number,5
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,4,Neither Employment nor Education,20,Female,Number,100
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,4,Neither Employment nor Education,-,All genders,Number,105
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,5,Not Captured,10,Male,Number,10
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,5,Not Captured,20,Female,Number,180
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,5,Not Captured,-,All genders,Number,190
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,-,All Graduate Outcomes,10,Male,Number,115
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,-,All Graduate Outcomes,20,Female,Number,1150
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,3,3,-,All Graduate Outcomes,-,All genders,Number,1265
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,1,Employment only,10,Male,Number,75
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,1,Employment only,20,Female,Number,645
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,1,Employment only,-,All genders,Number,720
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,2,Employment and Education,10,Male,Number,20
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,2,Employment and Education,20,Female,Number,215
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,2,Employment and Education,-,All genders,Number,240
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,3,Education only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,3,Education only,20,Female,Number,5
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,3,Education only,-,All genders,Number,5
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,4,Neither Employment nor Education,10,Male,Number,5
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,4,Neither Employment nor Education,20,Female,Number,90
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,4,Neither Employment nor Education,-,All genders,Number,95
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,5,Not Captured,10,Male,Number,10
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,5,Not Captured,20,Female,Number,190
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,5,Not Captured,-,All genders,Number,205
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,-,All Graduate Outcomes,10,Male,Number,115
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,-,All Graduate Outcomes,20,Female,Number,1150
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,4,4,-,All Graduate Outcomes,-,All genders,Number,1265
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,1,Employment only,10,Male,Number,75
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,1,Employment only,20,Female,Number,615
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,1,Employment only,-,All genders,Number,690
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,2,Employment and Education,10,Male,Number,25
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,2,Employment and Education,20,Female,Number,260
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,2,Employment and Education,-,All genders,Number,285
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,3,Education only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,3,Education only,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,3,Education only,-,All genders,Number,5
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,4,Neither Employment nor Education,10,Male,Number,5
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,4,Neither Employment nor Education,20,Female,Number,75
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,4,Neither Employment nor Education,-,All genders,Number,80
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,5,Not Captured,10,Male,Number,10
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,5,Not Captured,20,Female,Number,195
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,5,Not Captured,-,All genders,Number,210
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,-,All Graduate Outcomes,10,Male,Number,115
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,-,All Graduate Outcomes,20,Female,Number,1150
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,5,5,-,All Graduate Outcomes,-,All genders,Number,1265
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,1,Employment only,10,Male,Number,65
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,1,Employment only,20,Female,Number,610
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,1,Employment only,-,All genders,Number,675
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,2,Employment and Education,10,Male,Number,30
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,2,Employment and Education,20,Female,Number,280
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,2,Employment and Education,-,All genders,Number,310
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,3,Education only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,3,Education only,20,Female,Number,5
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,3,Education only,-,All genders,Number,5
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,4,Neither Employment nor Education,10,Male,Number,5
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,4,Neither Employment nor Education,20,Female,Number,60
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,4,Neither Employment nor Education,-,All genders,Number,65
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,5,Not Captured,10,Male,Number,15
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,5,Not Captured,20,Female,Number,195
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,5,Not Captured,-,All genders,Number,210
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,-,All Graduate Outcomes,10,Male,Number,115
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,-,All Graduate Outcomes,20,Female,Number,1150
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,6,6,-,All Graduate Outcomes,-,All genders,Number,1265
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,1,Employment only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,1,Employment only,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,1,Employment only,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,2,Employment and Education,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,2,Employment and Education,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,2,Employment and Education,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,3,Education only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,3,Education only,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,3,Education only,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,4,Neither Employment nor Education,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,4,Neither Employment nor Education,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,4,Neither Employment nor Education,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,5,Not Captured,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,5,Not Captured,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,5,Not Captured,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,-,All Graduate Outcomes,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,-,All Graduate Outcomes,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,7,7,-,All Graduate Outcomes,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,1,Employment only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,1,Employment only,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,1,Employment only,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,2,Employment and Education,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,2,Employment and Education,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,2,Employment and Education,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,3,Education only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,3,Education only,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,3,Education only,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,4,Neither Employment nor Education,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,4,Neither Employment nor Education,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,4,Neither Employment nor Education,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,5,Not Captured,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,5,Not Captured,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,5,Not Captured,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,-,All Graduate Outcomes,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,-,All Graduate Outcomes,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,8,8,-,All Graduate Outcomes,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,1,Employment only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,1,Employment only,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,1,Employment only,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,2,Employment and Education,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,2,Employment and Education,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,2,Employment and Education,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,3,Education only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,3,Education only,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,3,Education only,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,4,Neither Employment nor Education,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,4,Neither Employment nor Education,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,4,Neither Employment nor Education,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,5,Not Captured,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,5,Not Captured,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,5,Not Captured,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,-,All Graduate Outcomes,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,-,All Graduate Outcomes,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,9,9,-,All Graduate Outcomes,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,1,Employment only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,1,Employment only,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,1,Employment only,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,2,Employment and Education,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,2,Employment and Education,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,2,Employment and Education,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,3,Education only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,3,Education only,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,3,Education only,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,4,Neither Employment nor Education,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,4,Neither Employment nor Education,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,4,Neither Employment nor Education,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,5,Not Captured,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,5,Not Captured,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,5,Not Captured,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,-,All Graduate Outcomes,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,-,All Graduate Outcomes,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,10,10,-,All Graduate Outcomes,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,1,Employment only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,1,Employment only,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,1,Employment only,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,2,Employment and Education,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,2,Employment and Education,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,2,Employment and Education,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,3,Education only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,3,Education only,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,3,Education only,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,4,Neither Employment nor Education,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,4,Neither Employment nor Education,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,4,Neither Employment nor Education,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,5,Not Captured,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,5,Not Captured,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,5,Not Captured,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,-,All Graduate Outcomes,10,Male,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,-,All Graduate Outcomes,20,Female,Number,0
HGO03C01,Number of Health Graduates,2015,2015,913,Nursing and midwifery,11,11,-,All Graduate Outcomes,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,1,Employment only,10,Male,Number,190
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,1,Employment only,20,Female,Number,215
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,1,Employment only,-,All genders,Number,405
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,2,Employment and Education,10,Male,Number,60
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,2,Employment and Education,20,Female,Number,90
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,2,Employment and Education,-,All genders,Number,145
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,3,Education only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,3,Education only,20,Female,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,3,Education only,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,4,Neither Employment nor Education,10,Male,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,4,Neither Employment nor Education,20,Female,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,4,Neither Employment nor Education,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,5,Not Captured,10,Male,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,5,Not Captured,20,Female,Number,5
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,5,Not Captured,-,All genders,Number,5
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,-,All Graduate Outcomes,10,Male,Number,250
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,-,All Graduate Outcomes,20,Female,Number,310
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,1,1,-,All Graduate Outcomes,-,All genders,Number,560
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,1,Employment only,10,Male,Number,135
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,1,Employment only,20,Female,Number,185
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,1,Employment only,-,All genders,Number,315
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,2,Employment and Education,10,Male,Number,30
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,2,Employment and Education,20,Female,Number,30
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,2,Employment and Education,-,All genders,Number,60
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,3,Education only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,3,Education only,20,Female,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,3,Education only,-,All genders,Number,5
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,4,Neither Employment nor Education,10,Male,Number,15
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,4,Neither Employment nor Education,20,Female,Number,15
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,4,Neither Employment nor Education,-,All genders,Number,30
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,5,Not Captured,10,Male,Number,70
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,5,Not Captured,20,Female,Number,80
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,5,Not Captured,-,All genders,Number,150
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,-,All Graduate Outcomes,10,Male,Number,250
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,-,All Graduate Outcomes,20,Female,Number,310
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,2,2,-,All Graduate Outcomes,-,All genders,Number,560
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,1,Employment only,10,Male,Number,160
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,1,Employment only,20,Female,Number,205
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,1,Employment only,-,All genders,Number,365
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,2,Employment and Education,10,Male,Number,40
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,2,Employment and Education,20,Female,Number,45
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,2,Employment and Education,-,All genders,Number,80
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,3,Education only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,3,Education only,20,Female,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,3,Education only,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,4,Neither Employment nor Education,10,Male,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,4,Neither Employment nor Education,20,Female,Number,5
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,4,Neither Employment nor Education,-,All genders,Number,10
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,5,Not Captured,10,Male,Number,50
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,5,Not Captured,20,Female,Number,50
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,5,Not Captured,-,All genders,Number,105
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,-,All Graduate Outcomes,10,Male,Number,250
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,-,All Graduate Outcomes,20,Female,Number,310
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,3,3,-,All Graduate Outcomes,-,All genders,Number,560
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,4,4,1,Employment only,10,Male,Number,160
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,4,4,1,Employment only,20,Female,Number,195
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,4,4,1,Employment only,-,All genders,Number,360
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,4,4,2,Employment and Education,10,Male,Number,45
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,4,4,2,Employment and Education,20,Female,Number,65
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,4,4,2,Employment and Education,-,All genders,Number,105
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,4,4,3,Education only,10,Male,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,4,4,3,Education only,20,Female,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,4,4,3,Education only,-,All genders,Number,0
HGO03C01,Number of Health Graduates,2016,2016,912,Medicine,4,4,4,Neither Employment nor Education,10,Male,Number,5
